"PMID","Research Type","Human / Mouse","Condition1","Condition2","Gut Microbiota (ID)","Classification","Alteration","Sequencing Technology","Microbial-Mediated Networks","Details"
"29176714","Interventions change the composition of gut microbiota","Human","Glipizide; Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2","Bacteroides eggerthii (28111, gm0778)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29176714","Interventions change the composition of gut microbiota","Human","Glipizide; Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2","Megasphaera elsdenii (907, gm0790)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29176714","Interventions change the composition of gut microbiota","Human","Glipizide; Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2","motu linkage group 126 (gm1653)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29176714","Interventions change the composition of gut microbiota","Human","Glipizide; Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2","motu linkage group 151 (gm1654)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29176714","Interventions change the composition of gut microbiota","Human","Glipizide; Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2","motu linkage group 270 (gm1655)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Gut microbiota associated with phenotype","Human","Crohn Disease","Health","Blautia (572511, gm0117)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Gut microbiota associated with phenotype","Human","Crohn Disease","Health","Faecalibacterium (216851, gm0326)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Gut microbiota associated with phenotype","Human","Crohn Disease","Health","Odoribacter (283168, gm0475)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Gut microbiota associated with phenotype","Human","Crohn Disease","Health","Sutterella (40544, gm0631)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Anaerostipes (207244, gm0052)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Blautia (572511, gm0117)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Coprococcus (33042, gm0223)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Enterobacteriaceae (543, gm0282)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Enterococcaceae (81852, gm0286)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Enterococcus (1350, gm0287)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Faecalibacterium (216851, gm0326)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Klebsiella (570, gm0380)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Lachnospira (28050, gm0384)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Odoribacter (283168, gm0475)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Planococcaceae (186818, gm0529)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Roseburia (841, gm0571)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Ruminococcus (1263, gm0587)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Streptococcaceae (1300, gm0623)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Streptococcus (1301, gm0624)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Sutterella (40544, gm0631)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Turicibacter (191303, gm0653)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29194468","Interventions change the composition of gut microbiota","Human","Infliximab; Crohn Disease","Before Infliximab; Crohn Disease","Veillonella (29465, gm0676)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29211769","Interventions change the composition of gut microbiota","Human","High arsenic exposure","Low arsenic exposure","Enterobacterales (91347, gm0281)","order","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29211769","Interventions change the composition of gut microbiota","Human","High arsenic exposure","Low arsenic exposure","Enterobacteriaceae (543, gm0282)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29211769","Interventions change the composition of gut microbiota","Human","High arsenic exposure","Low arsenic exposure","Gammaproteobacteria (1236, gm0349)","class","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29211769","Interventions change the composition of gut microbiota","Human","High arsenic exposure","Low arsenic exposure","Proteobacteria (1224, gm0545)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29214176","Gut microbiota associated with phenotype","Human","Obesity","Health","Anaerotruncus (244127, gm0053)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29214176","Gut microbiota associated with phenotype","Human","Obesity","Health","Bacteroides (816, gm0077)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29214176","Gut microbiota associated with phenotype","Human","Obesity","Health","Bifidobacterium (1678, gm0105)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29214176","Gut microbiota associated with phenotype","Human","Obesity","Health","Blautia (572511, gm0117)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29214176","Gut microbiota associated with phenotype","Human","Obesity","Health","Collinsella (102106, gm0217)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29214176","Gut microbiota associated with phenotype","Human","Obesity","Health","Coprobacillus (100883, gm0222)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29214176","Gut microbiota associated with phenotype","Human","Obesity","Health","Enterococcus (1350, gm0287)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29214176","Gut microbiota associated with phenotype","Human","Obesity","Health","Klebsiella (570, gm0380)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29214176","Gut microbiota associated with phenotype","Human","Obesity","Health","Lactobacillus (1578, gm0393)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29214176","Gut microbiota associated with phenotype","Human","Obesity","Health","Lentisphaerae (256845, gm0420)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29214176","Gut microbiota associated with phenotype","Human","Obesity","Health","Parabacteroides (375288, gm0495)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29214176","Gut microbiota associated with phenotype","Human","Obesity","Health","Sutterella (40544, gm0631)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29214176","Gut microbiota associated with phenotype","Human","Obesity","Health","TM7 (gm0650)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29214176","Gut microbiota associated with phenotype","Human","Obesity","Health","Verrucomicrobia (74201, gm0681)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29232848","Gut microbiota associated with phenotype","Human","Cystic Fibrosis","Health","Faecalibacterium prausnitzii (853, gm0327)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29264969","Interventions change the composition of gut microbiota","Human","Lactobacillus casei","Placebos","Lachnospiraceae (186803, gm0386)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29264969","Interventions change the composition of gut microbiota","Human","Lactobacillus casei","Placebos","Lactobacillaceae (33958, gm0391)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29264969","Interventions change the composition of gut microbiota","Human","Lactobacillus casei","Placebos","Porphyromonadaceae (171551, gm0532)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29264969","Interventions change the composition of gut microbiota","Human","Lactobacillus casei","Placebos","Turicibacteraceae (2810281, gm0655)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29274915","Gut microbiota associated with phenotype","Human","Autism Spectrum Disorder","Neurotypical","Faecalibacterium (216851, gm0326)","genus","decrease","","microbial-mediated network","details"
"29274915","Gut microbiota associated with phenotype","Human","Autism Spectrum Disorder","Neurotypical","Haemophilus (724, gm0357)","genus","decrease","","microbial-mediated network","details"
"29280312","Gut microbiota associated with phenotype","Human","Obesity","Health","Bacillus (1386, gm0067)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29280312","Gut microbiota associated with phenotype","Human","Obesity","Health","Escherichia/Shigella sp. (1940338, gm0306)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29280312","Gut microbiota associated with phenotype","Human","Obesity","Health","Faecalibacterium (216851, gm0326)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29280312","Gut microbiota associated with phenotype","Human","Obesity","Health","Fusobacterium (848, gm0344)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29280312","Gut microbiota associated with phenotype","Human","Obesity","Health","Oscillospiraceae (216572, gm1201)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29280312","Gut microbiota associated with phenotype","Human","Obesity","Health","Proteobacteria (1224, gm0545)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29280312","Gut microbiota associated with phenotype","Human","Obesity","Overweight","Bacillus (1386, gm0067)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29280312","Gut microbiota associated with phenotype","Human","Obesity","Overweight","Bifidobacterium (1678, gm0105)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29280312","Gut microbiota associated with phenotype","Human","Obesity","Overweight","Escherichia/Shigella sp. (1940338, gm0306)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29280312","Gut microbiota associated with phenotype","Human","Obesity","Overweight","Faecalibacterium (216851, gm0326)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29280312","Gut microbiota associated with phenotype","Human","Obesity","Overweight","Fusobacterium (848, gm0344)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29280312","Gut microbiota associated with phenotype","Human","Obesity","Overweight","Oscillospiraceae (216572, gm1201)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29280312","Gut microbiota associated with phenotype","Human","Obesity","Overweight","Proteobacteria (1224, gm0545)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29307330","Interventions change the composition of gut microbiota","Human","Inulin-type fructan prebiotic; Lower-fiber dietary","Lower-fiber dietary","Lachnospiraceae (186803, gm0386)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29307330","Interventions change the composition of gut microbiota","Human","Inulin-type fructan prebiotic; Higher-fiber dietary","Higher-fiber dietary","Bifidobacterium (1678, gm0105)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29307330","Interventions change the composition of gut microbiota","Human","Inulin-type fructan prebiotic; Higher-fiber dietary","Higher-fiber dietary","Coprococcus (33042, gm0223)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29307330","Interventions change the composition of gut microbiota","Human","Inulin-type fructan prebiotic; Higher-fiber dietary","Higher-fiber dietary","Dorea (189330, gm0266)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29307330","Interventions change the composition of gut microbiota","Human","Inulin-type fructan prebiotic; Higher-fiber dietary","Higher-fiber dietary","Faecalibacterium (216851, gm0326)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29307330","Interventions change the composition of gut microbiota","Human","Inulin-type fructan prebiotic; Higher-fiber dietary","Higher-fiber dietary","Lactobacillus (1578, gm0393)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29307330","Interventions change the composition of gut microbiota","Human","Inulin-type fructan prebiotic; Higher-fiber dietary","Higher-fiber dietary","Oscillospira (119852, gm0486)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29307330","Interventions change the composition of gut microbiota","Human","Inulin-type fructan prebiotic; Higher-fiber dietary","Higher-fiber dietary","Oscillospiraceae (216572, gm1201)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29307330","Interventions change the composition of gut microbiota","Human","Inulin-type fructan prebiotic; Higher-fiber dietary","Higher-fiber dietary","Ruminococcus (1263, gm0587)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-month-old child at risk)","Asthma(One-week-old child at risk)","Actinomyces (1654, gm0018)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-month-old child at risk)","Asthma(One-week-old child at risk)","Bacteroides (816, gm0077)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-month-old child at risk)","Asthma(One-week-old child at risk)","Bifidobacterium (1678, gm0105)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-month-old child at risk)","Asthma(One-week-old child at risk)","Enterococcus (1350, gm0287)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-month-old child at risk)","Asthma(One-week-old child at risk)","Haemophilus (724, gm0357)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-month-old child at risk)","Asthma(One-week-old child at risk)","Lactobacillus (1578, gm0393)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-month-old child at risk)","Asthma(One-week-old child at risk)","Parabacteroides (375288, gm0495)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-month-old child at risk)","Asthma(One-week-old child at risk)","Staphylococcus (1279, gm0621)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-month-old child at risk)","Asthma(One-week-old child at risk)","Streptococcus (1301, gm0624)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-month-old child at risk)","Asthma(One-week-old child at risk)","Veillonella (29465, gm0676)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-week-old child at risk)","Actinomyces (1654, gm0018)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-week-old child at risk)","Akkermansia (239934, gm0029)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-week-old child at risk)","Alistipes (239759, gm0035)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-week-old child at risk)","Bacteroides (816, gm0077)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-week-old child at risk)","Bifidobacterium (1678, gm0105)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-week-old child at risk)","Blautia (572511, gm0117)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-week-old child at risk)","Enterococcus (1350, gm0287)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-week-old child at risk)","Faecalibacterium (216851, gm0326)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-week-old child at risk)","Haemophilus (724, gm0357)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-week-old child at risk)","Lactobacillus (1578, gm0393)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-week-old child at risk)","Parabacteroides (375288, gm0495)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-week-old child at risk)","Prevotella (838, gm0535)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-week-old child at risk)","Roseburia (841, gm0571)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-week-old child at risk)","Staphylococcus (1279, gm0621)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-week-old child at risk)","Streptococcus (1301, gm0624)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-week-old child at risk)","Veillonella (29465, gm0676)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-month-old child at risk)","Actinomyces (1654, gm0018)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-month-old child at risk)","Akkermansia (239934, gm0029)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-month-old child at risk)","Alistipes (239759, gm0035)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-month-old child at risk)","Bacteroides (816, gm0077)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-month-old child at risk)","Bifidobacterium (1678, gm0105)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-month-old child at risk)","Blautia (572511, gm0117)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-month-old child at risk)","Enterococcus (1350, gm0287)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-month-old child at risk)","Faecalibacterium (216851, gm0326)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-month-old child at risk)","Haemophilus (724, gm0357)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-month-old child at risk)","Lactobacillus (1578, gm0393)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-month-old child at risk)","Parabacteroides (375288, gm0495)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-month-old child at risk)","Prevotella (838, gm0535)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-month-old child at risk)","Roseburia (841, gm0571)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-month-old child at risk)","Staphylococcus (1279, gm0621)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-month-old child at risk)","Streptococcus (1301, gm0624)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(One-year-old child at risk)","Asthma(One-month-old child at risk)","Veillonella (29465, gm0676)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(Five-years-old child)","Asthma(Five-years-old child at risk)","Alistipes (239759, gm0035)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(Five-years-old child)","Asthma(Five-years-old child at risk)","Flavonifractor (946234, gm0338)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(Five-years-old child)","Asthma(Five-years-old child at risk)","Roseburia (841, gm0571)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29321519","Gut microbiota associated with phenotype","Human","Asthma(Five-years-old child)","Asthma(Five-years-old child at risk)","Veillonella (29465, gm0676)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29329346","Gut microbiota associated with phenotype","Human","Clostridium difficile infection","Clostridium difficile uninfected","Alistipes (239759, gm0035)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29329346","Gut microbiota associated with phenotype","Human","Clostridium difficile infection","Clostridium difficile uninfected","Anaerosporobacter (653683, gm1541)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29329346","Gut microbiota associated with phenotype","Human","Clostridium difficile infection","Clostridium difficile uninfected","Bacteroides (816, gm0077)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29329346","Gut microbiota associated with phenotype","Human","Clostridium difficile infection","Clostridium difficile uninfected","Eubacteriales (186802, gm1168)","order","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29329346","Gut microbiota associated with phenotype","Human","Clostridium difficile infection","Clostridium difficile uninfected","Dialister (39948, gm0262)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29329346","Gut microbiota associated with phenotype","Human","Clostridium difficile infection","Clostridium difficile uninfected","Dorea (189330, gm0266)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29329346","Gut microbiota associated with phenotype","Human","Clostridium difficile infection","Clostridium difficile uninfected","Enterobacter (547, gm0280)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29329346","Gut microbiota associated with phenotype","Human","Clostridium difficile infection","Clostridium difficile uninfected","Enterobacteriaceae (543, gm0282)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29329346","Gut microbiota associated with phenotype","Human","Clostridium difficile infection","Clostridium difficile uninfected","Enterococcus (1350, gm0287)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29329346","Gut microbiota associated with phenotype","Human","Clostridium difficile infection","Clostridium difficile uninfected","Erysipelotrichaceae (128827, gm0299)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29329346","Gut microbiota associated with phenotype","Human","Clostridium difficile infection","Clostridium difficile uninfected","Faecalibacterium (216851, gm0326)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29329346","Gut microbiota associated with phenotype","Human","Clostridium difficile infection","Clostridium difficile uninfected","Lachnospiraceae (186803, gm0386)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29329346","Gut microbiota associated with phenotype","Human","Clostridium difficile infection","Clostridium difficile uninfected","Oscillospiraceae (216572, gm1201)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29329346","Gut microbiota associated with phenotype","Human","Clostridium difficile infection","Clostridium difficile uninfected","Peptostreptococcaceae (186804, gm0517)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29329346","Gut microbiota associated with phenotype","Human","Clostridium difficile infection","Clostridium difficile uninfected","Subdoligranulum (292632, gm0628)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29329346","Gut microbiota associated with phenotype","Human","Clostridium difficile infection","Clostridium difficile uninfected","Succiniclasticum (40840, gm1542)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29335008","Gut microbiota associated with phenotype","Human","Crohn Disease(16S)","Health(16S)","Akkermansia (239934, gm0029)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29335008","Gut microbiota associated with phenotype","Human","Crohn Disease(16S)","Health(16S)","Barnesiellaceae (2005519, gm0097)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29335008","Gut microbiota associated with phenotype","Human","Crohn Disease(16S)","Health(16S)","Butyricimonas (574697, gm0136)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29335008","Gut microbiota associated with phenotype","Human","Crohn Disease(16S)","Health(16S)","Desulfovibrio (872, gm0256)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29335008","Gut microbiota associated with phenotype","Human","Crohn Disease(16S)","Health(16S)","Odoribacter (283168, gm0475)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29335008","Gut microbiota associated with phenotype","Human","Crohn Disease(16S)","Health(16S)","Prevotella (838, gm0535)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29335008","Gut microbiota associated with phenotype","Human","Crohn Disease(16S)","Health(16S)","Ruminococcus (1263, gm0587)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29335008","Gut microbiota associated with phenotype","Human","Crohn Disease(MGS)","Health(MGS)","Alistipes (239759, gm0035)","genus","increase","Whole metagenomic sequencing","microbial-mediated network","details"
"29335008","Gut microbiota associated with phenotype","Human","Crohn Disease(MGS)","Health(MGS)","Dorea (189330, gm0266)","genus","increase","Whole metagenomic sequencing","microbial-mediated network","details"
